Week,Date,Team,home,Opp,0-19 FGA,0-19 FGM,20-29 FGA,20-29 FGM,30-39 FGA,30-39 FGM,40-49 FGA,40-49 FGM,50+ FGA,50+ FGM,Kicking Totals FGA,Kicking Totals FGM,Kicking Totals FG%,Kicking Totals XPA,Kicking Totals XPM,Kicking Totals XP%,Kickoffs KO,Kickoffs KOYds,Kickoffs TB,Kickoffs TB%,Kickoffs KOAvg,Snap Counts OffSnp,Snap Counts Off%,Snap Counts STSnp,Snap Counts ST%,Player,Position,Year,Passing Cmp,Passing Att,Passing Cmp%,Passing Yds,Passing TD,Passing Int,Passing Y/A,Passing AY/A,Passing Rate,Passing Sk,Punting Pnt,Punting Yds,Punting Y/P,Punting RetYds,Punting NetYds,Punting NY/P,Punting TB,Punting TB%,Punting Pnt20,Punting In20%,Punting Blck,Fumbles Fmb,Fumbles FL,Fumbles FF,Fumbles FR,Fumbles FRTD,Rushing Att,Rushing Yds,Rushing TD,Rushing Y/A,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Ctch%,Receiving Y/Tgt,Win,Team Score,Opp Score
9,2015-11-08,PHI,1,DAL,0,0.0,0,0.0,1,1.0,0,0.0,1,1.0,2,2,100.0,3,3,100.0,6,378.0,5,83.3,63.0,0,0.0,11,33.3,Caleb Sturgis,K,2015,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,33,27
10,2015-11-15,PHI,0,MIA,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,2,1,50.0,2,2,100.0,4,269.0,2,50.0,67.0,0,0.0,8,24.2,Caleb Sturgis,K,2015,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,19,20
11,2015-11-22,PHI,0,TAM,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,1,100.0,2,2,100.0,4,208.0,2,50.0,52.0,0,0.0,7,21.9,Caleb Sturgis,K,2015,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,17,45
12,2015-11-26,PHI,1,DET,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0,0.0,2,2,100.0,3,200.0,2,66.7,67.0,0,0.0,6,19.4,Caleb Sturgis,K,2015,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,14,45
13,2015-12-06,PHI,1,NWE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,5,5,100.0,6,360.0,1,16.7,60.0,0,0.0,11,31.4,Caleb Sturgis,K,2015,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,35,28
14,2015-12-13,PHI,0,BUF,0,0.0,0,0.0,1,1.0,2,2.0,0,0.0,3,3,100.0,2,2,100.0,6,363.0,5,83.3,61.0,0,0.0,12,35.3,Caleb Sturgis,K,2015,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,23,20
15,2015-12-20,PHI,0,ARI,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1,100.0,2,2,100.0,4,261.0,1,25.0,65.0,0,0.0,7,24.1,Caleb Sturgis,K,2015,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,17,40
16,2015-12-26,PHI,0,WAS,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1,100.0,3,3,100.0,5,281.0,3,60.0,56.0,0,0.0,9,25.7,Caleb Sturgis,K,2015,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,24,38
17,2016-01-03,PHI,1,NYG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,5,5,100.0,6,390.0,6,100.0,65.0,0,0.0,11,36.7,Caleb Sturgis,K,2015,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,35,30
1,2016-09-11,PHI,0,CLE,0,0.0,1,1.0,1,1.0,1,0.0,0,0.0,3,2,66.7,3,3,100.0,6,390.0,6,100.0,65.0,0,0.0,12,41.4,Caleb Sturgis,K,2016,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,29,10
2,2016-09-19,PHI,1,CHI,0,0.0,2,2.0,0,0.0,0,0.0,1,1.0,3,3,100.0,3,2,66.7,7,428.0,2,28.6,61.0,0,0.0,13,46.4,Caleb Sturgis,K,2016,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,29,14
3,2016-09-25,PHI,0,PIT,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,2,2,100.0,4,4,100.0,7,470.0,4,57.1,67.0,0,0.0,13,50.0,Caleb Sturgis,K,2016,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,34,3
5,2016-10-09,PHI,1,DET,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,3,3,100.0,2,2,100.0,5,324.0,3,60.0,65.0,0,0.0,10,41.7,Caleb Sturgis,K,2016,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,23,24
6,2016-10-16,PHI,1,WAS,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,2,2,100.0,2,2,100.0,5,322.0,2,40.0,64.0,0,0.0,9,30.0,Caleb Sturgis,K,2016,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,20,27
7,2016-10-23,PHI,0,MIN,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,2,2,100.0,1,1,100.0,5,325.0,5,100.0,65.0,0,0.0,9,39.1,Caleb Sturgis,K,2016,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,21,10
8,2016-10-30,PHI,1,DAL,0,0.0,0,0.0,2,2.0,0,0.0,1,1.0,3,3,100.0,2,2,100.0,6,393.0,5,83.3,66.0,0,0.0,11,31.4,Caleb Sturgis,K,2016,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,23,29
9,2016-11-06,PHI,1,NYG,0,0.0,1,1.0,2,2.0,1,0.0,0,0.0,4,3,75.0,2,2,100.0,6,394.0,4,66.7,66.0,0,0.0,12,38.7,Caleb Sturgis,K,2016,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,23,28
10,2016-11-13,PHI,0,ATL,0,0.0,2,2.0,0,0.0,2,1.0,1,0.0,5,3,60.0,1,1,100.0,6,398.0,3,50.0,66.0,0,0.0,12,42.9,Caleb Sturgis,K,2016,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,24,15
11,2016-11-20,PHI,1,SEA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,1,100.0,3,142.0,1,33.3,47.0,0,0.0,4,13.8,Caleb Sturgis,K,2016,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,15,26
12,2016-11-28,PHI,0,GNB,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,2,2,100.0,1,1,100.0,4,261.0,3,75.0,65.0,0,0.0,7,31.8,Caleb Sturgis,K,2016,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,13,27
13,2016-12-04,PHI,1,CIN,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0,0.0,2,2,100.0,3,144.0,1,33.3,48.0,0,0.0,6,24.0,Caleb Sturgis,K,2016,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,14,32
14,2016-12-11,PHI,0,WAS,0,0.0,0,0.0,1,1.0,2,2.0,0,0.0,3,3,100.0,1,1,100.0,6,381.0,2,33.3,64.0,0,0.0,11,44.0,Caleb Sturgis,K,2016,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,22,27
15,2016-12-18,PHI,1,BAL,0,0.0,2,2.0,1,1.0,1,1.0,0,0.0,4,4,100.0,0,0,0.0,7,393.0,1,14.3,56.0,0,0.0,11,39.3,Caleb Sturgis,K,2016,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,26,27
16,2016-12-22,PHI,0,NYG,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,1,100.0,3,3,100.0,5,323.0,1,20.0,65.0,0,0.0,9,32.1,Caleb Sturgis,K,2016,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,24,19
17,2017-01-01,PHI,0,DAL,0,0.0,1,1.0,1,1.0,1,0.0,0,0.0,3,2,66.7,3,3,100.0,6,351.0,3,50.0,59.0,0,0.0,12,42.9,Caleb Sturgis,K,2016,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,27,13
1,2017-09-10,PHI,1,WAS,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,3,3,100.0,2,1,50.0,6,374.0,2,33.3,62.0,0,0.0,11,42.3,Caleb Sturgis,K,2017,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,30,17
2,2017-09-17,PHI,1,KAN,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Caleb Sturgis,K,2017,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,20,27
3,2017-09-24,PHI,0,NYG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Caleb Sturgis,K,2017,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,27,24
4,2017-10-01,PHI,1,LAC,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Caleb Sturgis,K,2017,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,26,24
5,2017-10-08,PHI,0,ARI,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Caleb Sturgis,K,2017,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,34,7
6,2017-10-12,PHI,1,CAR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Caleb Sturgis,K,2017,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,28,23
7,2017-10-23,PHI,0,WAS,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Caleb Sturgis,K,2017,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,34,24
8,2017-10-29,PHI,0,SFO,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Caleb Sturgis,K,2017,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,33,10
9,2017-11-05,PHI,0,DEN,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Caleb Sturgis,K,2017,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,51,23
11,2017-11-19,PHI,1,DAL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Caleb Sturgis,K,2017,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,37,9
12,2017-11-26,PHI,0,CHI,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Caleb Sturgis,K,2017,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,31,3
13,2017-12-03,PHI,1,SEA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Caleb Sturgis,K,2017,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,10,24
14,2017-12-10,PHI,1,LAR,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Caleb Sturgis,K,2017,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,43,35
15,2017-12-17,PHI,1,NYG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Caleb Sturgis,K,2017,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,34,29
16,2017-12-25,PHI,0,OAK,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Caleb Sturgis,K,2017,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,19,10
17,2017-12-31,PHI,0,DAL,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Caleb Sturgis,K,2017,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,6
1,2018-09-09,LAC,0,KAN,0,0.0,0,0.0,1,1.0,2,1.0,0,0.0,3,2,66.7,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,10,33.3,Caleb Sturgis,K,2018,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,24.0,24.0,0.0,24.0,24.0,0,0.0,1,100.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,28,38
2,2018-09-16,LAC,1,BUF,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1,100.0,4,4,100.0,0,0.0,0,0.0,0.0,0,0.0,11,36.7,Caleb Sturgis,K,2018,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,31,20
3,2018-09-23,LAC,1,LAR,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1,100.0,3,2,66.7,0,0.0,0,0.0,0.0,0,0.0,9,36.0,Caleb Sturgis,K,2018,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,23,35
4,2018-09-30,LAC,0,SFO,0,0.0,2,2.0,0,0.0,1,1.0,1,0.0,4,3,75.0,2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,12,37.5,Caleb Sturgis,K,2018,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,29,27
5,2018-10-07,LAC,0,OAK,0,0.0,0,0.0,1,1.0,2,1.0,0,0.0,3,2,66.7,3,2,66.7,0,0.0,0,0.0,0.0,0,0.0,12,48.0,Caleb Sturgis,K,2018,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,26,10
6,2018-10-14,LAC,1,CLE,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Caleb Sturgis,K,2018,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,38,14
7,2018-10-21,LAC,0,TEN,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,Caleb Sturgis,K,2018,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,20,19
9,2018-11-04,LAC,1,SEA,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0,0.0,3,1,33.3,0,0.0,0,0.0,0.0,0,0.0,9,32.1,Caleb Sturgis,K,2018,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,25,17
1,2009-09-13,KAN,1,BAL,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1,100.0,3,3,100.0,5,324.0,1,20.0,65.0,0,0.0,0,0.0,Ryan Succop,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,24,38
2,2009-09-20,KAN,0,OAK,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1,100.0,1,1,100.0,3,140.0,0,0.0,47.0,0,0.0,0,0.0,Ryan Succop,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,10,13
3,2009-09-27,KAN,1,PHI,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,2,2,100.0,3,150.0,0,0.0,50.0,0,0.0,0,0.0,Ryan Succop,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,14,34
4,2009-10-04,KAN,0,NYG,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1,100.0,1,1,100.0,4,166.0,2,50.0,42.0,0,0.0,0,0.0,Ryan Succop,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,16,27
5,2009-10-11,KAN,0,DAL,0,0.0,0,0.0,1,1.0,1,1.0,1,0.0,3,2,66.7,2,2,100.0,5,345.0,0,0.0,69.0,0,0.0,0,0.0,Ryan Succop,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,20,26
6,2009-10-18,KAN,1,WAS,0,0.0,1,1.0,1,1.0,2,2.0,0,0.0,4,4,100.0,0,0,0.0,5,327.0,0,0.0,65.0,0,0.0,0,0.0,Ryan Succop,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,14,6
7,2009-10-25,KAN,0,SDG,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0,0.0,1,1,100.0,2,141.0,0,0.0,71.0,0,0.0,0,0.0,Ryan Succop,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,7,37
9,2009-11-08,KAN,1,JAX,0,0.0,1,1.0,0,0.0,1,1.0,1,0.0,3,2,66.7,1,1,100.0,5,230.0,1,20.0,46.0,0,0.0,0,0.0,Ryan Succop,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,21,24
10,2009-11-15,KAN,1,OAK,0,0.0,1,1.0,1,1.0,0,0.0,2,1.0,4,3,75.0,1,1,100.0,5,318.0,0,0.0,64.0,0,0.0,0,0.0,Ryan Succop,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,16,10
11,2009-11-22,KAN,0,PIT,0,0.0,2,2.0,0,0.0,0,0.0,0,0.0,2,2,100.0,3,3,100.0,6,409.0,2,33.3,68.0,0,0.0,0,0.0,Ryan Succop,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,1,27,24
12,2009-11-29,KAN,1,SDG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,2,2,100.0,3,206.0,0,0.0,69.0,0,0.0,0,0.0,Ryan Succop,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,14,43
13,2009-12-06,KAN,0,DEN,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,2,2,100.0,1,1,100.0,4,248.0,0,0.0,62.0,0,0.0,0,0.0,Ryan Succop,K,2009,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,13,44
